purpose,original_message,brainrot_message
Table ready notification,We are pleased to inform you that your table is ready. Please proceed to the host stand to be seated for your dining experience.,YO BESTIE YOUR TABLE IS LITERALLY SLAYING AND READY RN 💀 STOP MEWING AT THE ENTRANCE AND SPEEDRUN TO THE HOST STAND FR FR. THE FOOD IS ABOUT TO BE BUSSIN NO CAP. GYATT TIER W VIBES ONLY FAM. U COMING OR U BEING AN NPC? 🗣️🔥😭
Special dietary menu request,I would like to request a specialized vegan menu for the upcoming company banquet as I do not consume any animal products. Please confirm if these accommodations can be made for my dietary restrictions.,"YO UNC, THE CORPORATE BANQUET VIBES ARE VMID BUT CAN WE GET SOME VEGAN OPTIONS CUZ NO CAP I AINT ABOUT THAT ANIMAL ABUSE LORE? 💀 NO MEAT FR FR OR THE WHOLE MENU IS A MAJOR L. IS THE CHEF COOKING UP A W VEGAN SPREAD OR ARE THEY AN NPC? LET A SIGMA KNOW IF YOU CAN SPREAD THE RIZZ ON SOME PLANTS OR IF I HAVE TO GO HUNGRY IN THIS OHIO CAFETERIA. SLAY. 🗣️🔥"
Special dietary menu request,"I would like to request a vegan menu for the upcoming gala, as I have strict dietary requirements. Please let me know if this is feasible.","YOO BESTIE, real talk for the gala: the food setup is lookin kinda NPC rn. I need that plant-based aura cuz my gut is legit trippin in Ohio if I eat anything else. Is that feasible or am I being delulu? No cap, hook a sigma up with that vegan W so I can stay slayin the plate fr fr 🗣️🔥💀"
Special dietary menu request,"I would like to request a special dietary menu for my upcoming attendance at the corporate banquet, as I require gluten-free options to accommodate my allergies.","YO UNC, MY STOMACH IS LOWKEY LAGGING SO HARD FR FR! 💀 I NEED THAT GLUTEN-FREE GRUB AT THE FUNCTION OR ELSE IT IS AN L FOR MY GUT. NO CAP, CAN YOU WHIP UP A W MENU SO I DONT DIE IN OHIO? SKIBIDI RIZZ ME SOME SAFE EATS OR WE GONNA HAVE A LORE BREAKDOWN 😭🗣️🔥."
Special dietary menu request,"I would like to request a vegan menu for the upcoming gala, as I have strict dietary requirements regarding animal products.","YO BESTIE, is it valid to request that vegan spread for the gala? Like, I’m literally NOT messing with the animal products, NO CAP. Can we get that plant-based slay? LITERALLY OBSESSED with keeping my gut non-Ohio style fr fr. HELP A SIGMA OUT? 💀🌱🗣️"
Special dietary menu request,"I would like to request a vegan menu for the upcoming conference, as I follow a strictly plant-based diet for health reasons. Please ensure there are no dairy or meat products included in my meals.","YO BESTIE, is it giving vegan or is it giving hungry NPC? I’m lowkey manifesting a plant-based slay for the conference or I might actually perish no cap. Do NOT drop the ball or serve any mid meat/dairy Ls, fr fr. We need that main character plant energy ONLY—skibidi sigma style. Can we get the meal to be total fire, or are we stuck in Ohio forever? 💀🔥🥬"
Special dietary menu request,I would like to request a vegan menu for the upcoming conference as I have strict dietary requirements. Please let me know if this is feasible.,"YO BESTIE, is it valid to request that vegan feast for the conference arc? My diet is looking lowkey mid if I eat that normie food. No cap, this meal plan better be bussin or I’m gonna lose it, fr fr. Is this possible or am I being a delulu NPC? DROP THE LORE RN! 🔥💀🗣️"
Special dietary menu request,"I would like to request a vegan menu for the upcoming conference, as I follow a plant-based diet for ethical reasons.","YO BESTIE, no cap I need that vegan W menu for the conference or it’s a FAT L for my vibe fr fr. Can u lowkey stop feeding me NPCs? Need that plant-based slay mode to stay mewing fr. Skibidi logic is basically I ain’t eating anything with a gyatt or soul, no cap. SLAY."
Special dietary menu request,"I am writing to formally request a vegetarian option for the upcoming conference gala dinner. Due to personal dietary restrictions, I cannot consume meat or fish products.","YO UNC, check the lore: I’m finna need a non-meat meal at the gala or I’m straight trippin, no cap. Are the chefs actually sigma enough to provide some bussin vegetarian vibes, or am I finna take a major L? Stop glazing the beef fr fr, that food is mid Ohio NPC behavior. Hook a bestie up with that green goodness or it’s gonna be a skill issue for my stomach, 🗣️💀🔥."
Special dietary menu request,I am writing to formally request a modification to my dinner reservation due to severe gluten allergies. Please ensure that my meal is prepared in a cross-contamination-free area.,"YO UNC, I gotta L rizz allergic reaction if I touch gluten. DEADASS CAN U TELL THE CHEF TO COOK MY FOOD IN A CLEAN AREA SO IT SLAYS AND AINT BUSSIN WITH CRUMBS? SKIBIDI FR FR OR ILL LITERALLY END UP IN OHIO NO CAP 💀🗣️🔥"
Special dietary menu request,"I would like to request a vegan menu for the upcoming gala, as I have strict dietary requirements due to health considerations. Thank you for your cooperation.","YO UNC, i NEED that vegan menu for the gala tonight NO CAP or i’m literally gonna fold. My health lore is mid so no meat, that would be an absolute L. Stay bussin and slay with the plant food bestie or it's gonna be an OHIO moment fr fr 💀🔥🗣️."
Special dietary menu request,"I would like to request a vegan menu for the upcoming conference, as I have strict dietary requirements. Please let me know if this can be accommodated.","YO BESTIE, is it gonna be a whole VGAN vibe at this conference or nah?? Like, I’m legit strictly plant-based, no cap, so pls tell me the menu is bussin and not just sadness 😭 Don’t make me act like an NPC with nothing to eat, that’s a major L. Can u confirm?? My diet lore is serious, FR FR 🔥🗣️💀"
Special dietary menu request,"Dear Restaurant Management, I am writing to formally request a gluten-free menu option for my reservation on Friday evening. Please confirm if you can accommodate this dietary restriction to ensure my safety.","YO WUT UP BESTIE. lowkey i need that gluten-free rizz for my friday feast or else i am straight up gonna stop mewing, FR FR. can y'all NOT make me a total NPC in ohio? confirm this vibe or i might actually unalive. NO CAP, you better not be GLAZING the chef, just keep it SLAY. WHERE IS THE GHOST MENU BRO? 💀🔥🗣️"
Special dietary menu request,"I would like to kindly request a modification to my menu for the upcoming event. Due to a severe gluten allergy, I must avoid all wheat-based products. Please let me know if this accommodation is possible.","YO BESTIE, HEAR ME OUT. NO CAP, IF I EAT ANY WHEAT MY ENTIRE SYSTEM IS COOKED. LIKE FR FR, THAT SHI BE STRAIGHT FROM OHIO. CAN WE SLAY A GLUTEN-FREE MENU FOR THE FUNCTION OR AM I LITERALLY GOING TO BE AN NPC WITH AN ALLERGIC REACTION? W OR L? PLS UPDATE THE LORE ASAP, I'M LITERALLY STARVING 💀🔥🗣️"
Special dietary menu request,"I would like to request a vegan and gluten-free meal option for the upcoming corporate banquet, as I have significant dietary restrictions.","YO UNC, THE BANQUET MENU IS GIVING NPC VIBES! I NEED THAT VEGAN GLUTEN-FREE GRUB ASAP OR I’M ACTUALLY FINISHED. NO CAP, IF YOU AINT GOT THAT SIGMA DIET IT’S A MASSIVE L FOR THE COMPANY FR FR. GYATT, DON'T BE DELULU, JUST SECURE THE BAG ON THE PLANTS, BESTIE! SLAY THE KITCHEN SO I CAN MEW IN PEACE, AIGHT? 🔥💀🗣️"
Special dietary menu request,"I would like to request a vegan menu for the upcoming gala, as I have strict dietary requirements.","YO BESTIE, no cap I NEED that vegan feast for the gala or it's an L. Can we get the plants bussin? Don't make me pull up an NPC meal, I'm literally starvin. Skibidi toilets and greens, you feel me? FR FR NO VEGAN MENU = TOTAL OHIODOM, L TAKE, STRIKE THREE UNC. HELP A SIGMA OUT SLAYYYYY. 🥗💀🗣️🔥"
Special dietary menu request,"I am writing to formally request a modification to my menu for the upcoming gala event. Due to a severe gluten allergy, I must request that my entree be served entirely gluten-free to ensure my health and safety.","BESTIE PLS listen up, my meal at the gala better be strictly gluten-free or I’m gonna straight up EXPEL myself. No cap, that gluten lore is NOT IT, straight up NPC behavior. If you slide me that bread, it’s an L fr fr, don't leave me lookin like an Ohio resident struggling to survive, gotta stay SIGMA and keep the stomach bussin. Slay the plate prep or I'm absolutely finished, real talk 💀🔥😭🗣️"
Special dietary menu request,"Dear Chef, I am writing to formally request a modification to my dinner menu due to a severe shellfish allergy. Please ensure that my meal is prepared in a separate area to avoid cross-contamination. Thank you for your professional assistance.","YO CHEF W ASS ENERGY FR FR! 🗣️ IM LOWKEY DYING BC THE CRUSTACEANS ARE A MASSIVE L FOR MY SYSTEMS AND GIVE OFF MAJOR OHIO VIBES. NO CAP, IF I EAT THAT SHELLFISH LORE IT’S STRAIGHT TO THE ER! 💀 NEED U TO BE A SIGMA AND PREP MY FOOD IN THE OTHER DIMENSION SO IT AINT COOKED WITH THE GROSS STUFF, AIGHT? DONT BE AN NPC BESTIE, LOCK IN AND STAY MEWING SO I DONT DIE. BIG SLAY IF U DO THIS, FR. 🔥 GYATT DAMN THX!"
Special dietary menu request,"Dear Chef, I am writing to inform you that I have a severe allergy to peanuts and must request that my meal be prepared without any ingredients containing them. Thank you for your assistance.","YO CHEF BESTIE. Listen, if I ingest even a single peanut, it is literally an L for my breathing privileges. No cap, that would be a major skill issue for my immune system, fr fr. Please keep that Ohio-tier allergic garbage out of my meal, okay? Can we make this bussin platter strictly allergen-free? STAY WINNING AND KEEP THE LORE PEANUT-FREE OR WE GONNA HAVE A PROBLEM. W SERVICE PLEASE 💀🔥🗣️"
Special dietary menu request,"Dear dining staff, I would like to formally request a vegetarian alternative for the gala dinner. I have specific dietary restrictions and would appreciate an accommodating option. Please confirm if this is possible at your earliest convenience.","YO DINING STAFF!! BESTIE I AM STARVING FR FR. GALA DINNER MENU IS MID, CAN A SIGMA GET A VEGGIE OPTION OR NAH?? 🗣️ MY STOMACH LORE IS CRAZY AND EATING MEAT IS AN AUTOMATIC L, NO CAP. PLS TELL ME YALL CAN SLAY A PLANT-BASED MEAL SO I DONT LOOK LIKE A HUNGRY NPC. IS THIS POSSIBLE OR AM I DELULU? PLS REPLY ASAP OR I MIGHT JUST STARVE AND GHOST. 💀🔥"
Special dietary menu request,"Dear Restaurant Manager, I am writing to inform you that I have a severe nut allergy. Please ensure that all menu items I order are prepared separately to avoid any potential cross-contamination.","YO MR. RESTAURANT MANAGER!! 🗣️ LISTEN UP FR FR, MY WHOLE VIBE IS LOWKEY COOKED IF NUTS GET IN THE MIX. STRAIGHT UP TRAGEDY 💀. MY IMMUNE SYSTEM IS A CERTIFIED NPC AND GOES FULL OHIO MODE IF IT SEES A PEANUT. NEED YOU TO MEEW THOSE KITCHEN OPS SO NO CROSS-CONTAMINATION LORE HAPPENS—THAT WOULD BE A FAT L. CAN WE GET A MASSIVE W ON THIS ORDER AND KEEP IT BUSSIN BUT SAFE?? NO CAP ON GOD 🔥🔥"
Cooking class registration,We are writing to confirm your enrollment in the Saturday Culinary Workshop. Please arrive ten minutes early to check in.,"YO BESTIE, your invite to the cooking arc just dropped. No cap, show up 10 minutes early for the check-in or u an NPC. It’s gonna be SLAY, u finna have that Gordon Ramsay rizz in the Ohio kitchen fr fr 🗣️🔥💀!"
Cooking class registration,I would like to officially register for the upcoming advanced culinary masterclass held on Friday. Please confirm if there are still openings available.,"YO BESTIE, IS IT TOO LATE TO SLAY THE KITCHEN?? FR FR I NEED TO JOIN THAT ADVANCED CULINARY LORE ON FRIDAY, NO CAP. PLS TELL ME THE SPOTS ARE BUSSIN AND NOT L'S YET? ARE U MEWING OR JUST A TOTAL NPC, CONFIRM IF I CAN SNAG A SEAT CUZ MY RIZZ IS COOKING!! 🔥💀🗣️"
Cooking class registration,Please confirm your registration for the upcoming professional culinary workshop by finalizing your payment before Friday.,"YO BESTIE, STOP BEING AN NPC AND SECURE THE W IN THE CULINARY ARC! YOU GOTTA PAY UP BEFORE FRIDAY OR THE RIZZLERS AT THE CLASS WILL L TAKE YOUR SPOT FR FR. ARE YOU TRYING TO BECOME A MASTER CHEF OR ARE YOU JUST DELULU? SLAY THE KITCHEN GIVEN THE LORE IS INSANE AND THE VIBES ARE OHIO-TIER. NO CAP, DON'T MISS OUT ON THIS GOURMET GYATT MOMENT. 🔥💀🗣️"
Cooking class registration,I would like to confirm my registration for the upcoming professional culinary workshop this Saturday. Could you please clarify if any specific kitchen equipment is required for the attendees to bring?,"YO BESTIE, just confirmed my spot for the main character cooking masterclass this Saturday, FR FR. Lowkey gotta ask, are we bringin our own heat or is the lore regarding gear strictly no cap? Don't leave me lookin like an NPC if I show up empty-handed, we gotta be absolute SIGMA chefs in that Ohio kitchen. SLAY. 🍳🔥💀🗣️"
Cooking class registration,"Dear Chef, I am writing to formally confirm my registration for the Advanced Culinary Techniques workshop taking place this coming Saturday. Please advise if there are any specific ingredients I should procure beforehand.","YO CHEF, IS THE COOKING CLASS A W OR NAH? I LOCKED IN FOR THE WORKSHOP ON SATURDAY FR FR. DO I GOTTA GRIND AND GO GET THE INGREDIENTS MYSELF OR ARE YOU GONNA SLAY AND PROVIDE THE BIZ? DONT BE AN NPC BESTIE, GIVE ME THE LORE ON WHAT TO BRING OR I MIGHT JUST STAY MOWING IN OHIO. NO CAP, GONNA COOK SO HARD IT'LL BE BUSSIN 💀🔥🗣️"
Cooking class registration,"Dear student, this is a formal invitation to enroll in our upcoming professional culinary arts workshop. Please confirm your registration by Friday at 5:00 PM to secure your spot.","YO BESTIE, STOP BEING A PERMANENT NPC AND SIGN UP FOR THE COOKING WORKSHOP ASAP. YOUR CULINARY LORE IS LITERALLY NON-EXISTENT RN. NO CAP, IF YOU DON'T CONFIRM BY FRIDAY 5PM, THAT'S A MAJOR L AND YOUR RIZZ IS OFFICIALLY COOKED. SKIBIDI BUSSIN GAINS ONLY FR FR 💀🔥🗣️."
Cooking class registration,Please confirm your registration for the Advanced Culinary Arts course scheduled for next Monday at 6:00 PM. We have finalized your spot in the curriculum.,"YO BESTIE, check your LORE cuz you’re finally LOCKED IN for the SKIBIDI gourmet arc this Monday at 6 PM sharp, NO CAP! 💀 You really secured that W in the kitchen fr fr—literally so SIGMA of you. Ready to get that GYATT-tier seasoning and stop acting like a total NPC in the kitchen? SLAY. 🔥🗣️"
Cooking class registration,"Dear Chef Thompson, I would like to register for the upcoming advanced culinary masterclass held this Saturday at 10:00 AM.","YO CHEF THOMPSON BESTIE, SIGN ME TF UP FOR THAT COOKING MASTERCLASS THIS SATURDAY AT 10AM NO CAP! IS THE MEAL FINNA BE BUSSIN OR WHAT? GIMME THAT SKIBIDI CULINARY LORE ASAP FR FR. SHEESH, I’M ABOUT TO BE MEWING THROUGH THE WHOLE DEMO 💀🔥🗣️."
Cooking class registration,I would like to officially register for the upcoming advanced culinary masterclass held on Friday at 6:00 PM.,"YO BESTIE I’m highkey signing up for that absolute W culinary grind sesh this Friday at 6PM, fr fr no cap. Finna be mewing while chefing so the vibes don't hit the L floor, legit gonna slay the kitchen. We making that skibidi food bussin or nah? 🗣️🔥💀"
Cooking class registration,"Dear participant, this confirms your successful registration for our introductory culinary course held next Saturday. Please arrive promptly at 9:00 AM wearing appropriate footwear and comfortable attire.","YO BESTIE!! U secured the bag for the skibidi culinary class this Sat-ur-day, NO CAP!! Arrive at 9:00 AM SHARP or u a straight up NPC. Bring the drip but make sure it ain't gonna catch on fire, we strictly NO OSH KOSH TRASH allowed. Don't be mid, come with that main character energy, fr fr, it’s gonna be BUSSIN!! 🔥💀💅"
